"game","date","age","team","opp","result","mp","fg","fga","fgp","three","threeatt","threep","ft","fta","ftp","orb","drb","trb","ast","stl","blk","tov","pts","game_score"
"54","1998-02-17 00:00:00.000","35-000","CHI","IND","W (+8)","39:00","13","23","0.565","0","2","0","1","3","0.333","2","2","4","6","1","1","2","27","19.6"
"53","1998-02-15 00:00:00.000","34-363","CHI","DET","W (+9)","41:00","7","17","0.412","0","1","0","7","8","0.875","1","11","12","5","3","0","3","21","17.8"
"52","1998-02-13 00:00:00.000","34-361","CHI","ATL","W (+2)","36:00","14","22","0.636","0","1","0","9","12","0.75","3","4","7","1","1","0","2","37","29"
"51","1998-02-11 00:00:00.000","34-359","CHI","CHH","W (+2)","41:00","11","22","0.5","0","0","","7","9","0.778","1","3","4","6","0","0","1","29","21.2"
"50","1998-02-10 00:00:00.000","34-358","CHI","TOR","W (+7)","34:00","8","21","0.381","0","3","0","2","5","0.4","2","3","5","1","2","0","2","18","7.9"
"49","1998-02-04 00:00:00.000","34-352","CHI","UTA","L (-8)","43:00","17","37","0.459","1","5","0.2","5","6","0.833","2","5","7","3","2","1","1","40","26.4"
"48","1998-02-02 00:00:00.000","34-350","CHI","DEN","W (+39)","33:00","6","12","0.5","0","0","","3","4","0.75","1","5","6","3","1","0","0","15","13.5"
"47","1998-02-01 00:00:00.000","34-349","CHI","LAL","L (-25)","37:00","11","26","0.423","0","1","0","9","12","0.75","0","5","5","2","1","0","1","31","18.9"
"46","1998-01-30 00:00:00.000","34-347","CHI","GSW","W (+7)","41:00","2","17","0.118","0","0","","10","11","0.909","3","5","8","3","3","1","2","14","9.9"
"45","1998-01-29 00:00:00.000","34-346","CHI","POR","W (+13)","39:00","11","24","0.458","0","1","0","7","7","1","1","4","5","4","1","0","0","29","21.9"
"44","1998-01-27 00:00:00.000","34-344","CHI","VAN","W (+18)","32:00","7","15","0.467","0","0","","6","6","1","0","0","0","3","1","1","1","20","15.1"
"43","1998-01-25 00:00:00.000","34-342","CHI","UTA","L (-7)","44:00","13","26","0.5","0","4","0","6","7","0.857","3","2","5","7","2","0","3","32","23.6"
"42","1998-01-23 00:00:00.000","34-340","CHI","NJN","W (+2)","44:00","10","23","0.435","0","1","0","12","13","0.923","0","5","5","1","1","1","4","32","18.6"
"41","1998-01-21 00:00:00.000","34-338","CHI","CHH","W (+31)","31:00","14","23","0.609","1","3","0.333","4","4","1","1","4","5","6","3","1","1","33","30.5"
"40","1998-01-18 00:00:00.000","34-335","CHI","HOU","W (+6)","41:00","16","29","0.552","2","2","1","11","12","0.917","0","3","3","3","3","1","4","45","32.6"
"39","1998-01-16 00:00:00.000","34-333","CHI","MIL","W (+10)","40:00","10","20","0.5","1","1","1","6","7","0.857","0","8","8","2","1","1","3","27","17.9"
"38","1998-01-15 00:00:00.000","34-332","CHI","PHI","L (-10)","38:00","9","23","0.391","0","1","0","2","4","0.5","2","7","9","4","2","0","4","20","10.6"
"37","1998-01-13 00:00:00.000","34-330","CHI","SEA","W (+10)","38:00","12","27","0.444","0","2","0","16","18","0.889","1","0","1","2","0","0","1","40","24.2"
"36","1998-01-10 00:00:00.000","34-327","CHI","GSW","W (+5)","38:00","13","31","0.419","0","1","0","6","10","0.6","4","2","6","3","0","0","1","32","18.4"
"35","1998-01-09 00:00:00.000","34-326","CHI","NYK","W (+1)","41:00","17","33","0.515","1","4","0.25","9","10","0.9","1","3","4","2","3","1","1","44","31.8"
"34","1998-01-07 00:00:00.000","34-324","CHI","MIA","L (-27)","37:00","12","27","0.444","1","2","0.5","1","3","0.333","2","2","4","1","1","0","1","26","13.8"
"33","1998-01-06 00:00:00.000","34-323","CHI","BOS","W (+11)","41:00","5","13","0.385","0","1","0","9","12","0.75","1","2","3","4","3","0","3","19","14.8"
"32","1998-01-03 00:00:00.000","34-320","CHI","DET","W (+9)","47:00","12","25","0.48","0","1","0","10","11","0.909","0","9","9","9","1","2","4","34","27.5"
"31","1998-01-02 00:00:00.000","34-319","CHI","MIL","W (+14)","43:00","15","22","0.682","1","1","1","13","15","0.867","1","4","5","1","2","0","0","44","38"
"30","1997-12-30 00:00:00.000","34-316","CHI","MIN","L (-4)","39:00","11","28","0.393","1","3","0.333","10","13","0.769","0","4","4","1","0","0","3","33","15.1"
"29","1997-12-29 00:00:00.000","34-315","CHI","DAL","W (+6)","41:00","16","29","0.552","0","1","0","9","11","0.818","1","6","7","0","0","2","2","41","27.8"
"28","1997-12-27 00:00:00.000","34-313","CHI","ATL","W (+7)","36:00","18","26","0.692","0","0","","11","13","0.846","2","2","4","2","3","1","4","47","37.5"
"27","1997-12-25 00:00:00.000","34-311","CHI","MIA","W (+10)","38:00","8","20","0.4","0","1","0","8","12","0.667","4","7","11","4","2","0","3","24","18.3"
"26","1997-12-23 00:00:00.000","34-309","CHI","LAC","W (+5)","40:00","9","24","0.375","0","1","0","9","12","0.75","7","5","12","4","0","1","2","27","20.5"
"25","1997-12-20 00:00:00.000","34-306","CHI","NJN","W (+8)","42:00","10","23","0.435","0","0","","4","5","0.8","3","2","5","3","0","2","2","24","14.9"
"24","1997-12-17 00:00:00.000","34-303","CHI","LAL","W (+21)","35:00","12","22","0.545","1","2","0.5","11","12","0.917","2","3","5","4","1","1","4","36","26.2"
"23","1997-12-15 00:00:00.000","34-301","CHI","PHO","W (+7)","36:00","10","23","0.435","0","1","0","11","12","0.917","3","6","9","4","4","1","2","31","27.1"
"22","1997-12-13 00:00:00.000","34-299","CHI","TOR","W (+27)","27:00","4","16","0.25","0","0","","3","4","0.75","3","3","6","2","2","0","0","11","7.4"
"21","1997-12-12 00:00:00.000","34-298","CHI","CHH","L (-2)","41:00","12","24","0.5","0","0","","4","6","0.667","3","6","9","5","0","0","4","28","17.8"
"20","1997-12-10 00:00:00.000","34-296","CHI","ORL","L (-8)","37:00","6","17","0.353","0","1","0","13","13","1","1","1","2","5","1","0","3","25","16.8"
"19","1997-12-09 00:00:00.000","34-295","CHI","NYK","W (+18)","37:00","10","23","0.435","0","0","","9","9","1","1","3","4","4","1","0","4","29","16.7"
"18","1997-12-05 00:00:00.000","34-291","CHI","MIL","W (+22)","35:00","4","16","0.25","0","3","0","5","6","0.833","3","6","9","2","1","0","1","13","7.1"
"17","1997-12-03 00:00:00.000","34-289","CHI","BOS","W (+10)","40:00","11","21","0.524","1","3","0.333","6","8","0.75","4","5","9","5","2","1","7","29","20.6"
"16","1997-11-29 00:00:00.000","34-285","CHI","WAS","W (+5)","37:00","10","21","0.476","1","1","1","8","12","0.667","0","4","4","3","2","0","2","29","18.8"
"15","1997-11-28 00:00:00.000","34-284","CHI","IND","L (-11)","42:00","11","26","0.423","0","2","0","4","8","0.5","1","6","7","2","2","0","1","26","14.3"
"14","1997-11-25 00:00:00.000","34-281","CHI","SEA","L (-1)","38:00","11","25","0.44","0","2","0","4","6","0.667","2","4","6","5","5","0","3","26","19.8"
"13","1997-11-23 00:00:00.000","34-279","CHI","SAC","W (+15)","41:00","11","19","0.579","0","0","","11","12","0.917","1","2","3","5","2","1","2","33","28.8"
"12","1997-11-21 00:00:00.000","34-277","CHI","LAC","W (+9)","52:00","18","38","0.474","0","2","0","13","19","0.684","2","3","5","5","1","1","4","49","29.5"
"11","1997-11-20 00:00:00.000","34-276","CHI","PHO","L (-4)","41:00","13","27","0.481","0","1","0","4","6","0.667","1","5","6","3","1","0","3","30","17.8"
"10","1997-11-15 00:00:00.000","34-271","CHI","CLE","W (+9)","39:00","11","26","0.423","1","1","1","4","7","0.571","0","2","2","4","2","0","5","27","11.6"
"9","1997-11-14 00:00:00.000","34-270","CHI","CHH","W (+13)","38:00","12","24","0.5","2","2","1","2","2","1","1","3","4","7","1","1","2","28","22.2"
"8","1997-11-12 00:00:00.000","34-268","CHI","WAS","L (-7)","40:00","10","28","0.357","0","2","0","8","12","0.667","2","5","7","3","4","2","5","28","15.8"
"7","1997-11-11 00:00:00.000","34-267","CHI","CLE","L (-21)","34:00","7","17","0.412","0","1","0","5","7","0.714","2","4","6","1","1","0","3","19","10"
"6","1997-11-08 00:00:00.000","34-264","CHI","NJN","W (+13)","33:00","5","13","0.385","0","1","0","5","8","0.625","1","4","5","2","2","0","2","15","8.8"
"5","1997-11-07 00:00:00.000","34-263","CHI","ATL","L (-2)","40:00","11","25","0.44","0","1","0","5","7","0.714","1","8","9","6","1","0","2","27","19"
"4","1997-11-05 00:00:00.000","34-261","CHI","ORL","W (+13)","41:00","11","25","0.44","0","3","0","7","9","0.778","4","13","17","4","0","0","0","29","23.8"
"3","1997-11-03 00:00:00.000","34-259","CHI","SAS","W (+4)","48:00","12","39","0.308","1","4","0.25","4","6","0.667","4","9","13","4","5","2","3","29","17.4"
"2","1997-11-01 00:00:00.000","34-257","CHI","PHI","W (+20)","24:00","7","14","0.5","0","0","","2","2","1","1","6","7","2","2","0","3","16","10.7"
"1","1997-10-31 00:00:00.000","34-256","CHI","BOS","L (-7)","42:00","7","23","0.304","0","0","","16","21","0.762","1","5","6","4","2","1","3","30","18.6"
"82","1997-04-19 00:00:00.000","34-061","CHI","NYK","L (-2)","39:00","14","22","0.636","1","1","1","4","8","0.5","0","3","3","3","2","0","4","33","21"
"81","1997-04-16 00:00:00.000","34-058","CHI","MIA","L (-10)","39:00","11","27","0.407","2","5","0.4","2","4","0.5","1","7","8","3","0","1","3","26","11.3"
"80","1997-04-14 00:00:00.000","34-056","CHI","TOR","W (+17)","35:00","12","24","0.5","4","7","0.571","2","2","1","2","9","11","10","3","1","2","30","30"
"79","1997-04-13 00:00:00.000","34-055","CHI","DET","L (-17)","38:00","7","16","0.438","0","3","0","4","4","1","1","8","9","7","0","0","4","18","13.2"
"78","1997-04-10 00:00:00.000","34-052","CHI","NYK","W (+2)","44:00","12","26","0.462","1","3","0.333","9","10","0.9","1","7","8","6","1","1","3","34","24.7"
"77","1997-04-09 00:00:00.000","34-051","CHI","IND","W (+6)","41:00","8","19","0.421","0","3","0","7","8","0.875","0","3","3","2","5","0","6","23","13"
"76","1997-04-07 00:00:00.000","34-049","CHI","PHI","W (+26)","30:00","13","25","0.52","3","4","0.75","1","2","0.5","3","5","8","2","3","2","2","30","24.3"
"75","1997-04-06 00:00:00.000","34-048","CHI","ORL","W (+16)","40:00","13","22","0.591","3","6","0.5","8","9","0.889","2","6","8","5","3","1","4","37","31.6"
"74","1997-04-04 00:00:00.000","34-046","CHI","CLE","W (+13)","38:00","9","16","0.563","0","1","0","4","5","0.8","1","4","5","3","1","2","0","22","19.6"
"73","1997-04-03 00:00:00.000","34-045","CHI","WSB","L (-8)","39:00","14","30","0.467","1","4","0.25","5","6","0.833","0","1","1","6","2","1","2","34","22.6"
"72","1997-04-01 00:00:00.000","34-043","CHI","BOS","W (+5)","27:00","8","11","0.727","0","0","","5","9","0.556","0","8","8","2","2","0","2","21","18.3"
"71","1997-03-29 00:00:00.000","34-040","CHI","NJN","W (+10)","39:00","9","21","0.429","1","2","0.5","2","3","0.667","2","4","6","10","0","2","0","21","19.3"
"70","1997-03-27 00:00:00.000","34-038","CHI","TOR","W (+13)","41:00","5","17","0.294","0","0","","2","3","0.667","3","7","10","4","0","2","6","12","3.3"
"69","1997-03-25 00:00:00.000","34-036","CHI","DAL","W (+2)","36:00","9","20","0.45","0","1","0","2","2","1","0","1","1","3","3","0","2","20","11.8"
"68","1997-03-22 00:00:00.000","34-033","CHI","DET","W (+15)","35:00","8","20","0.4","3","6","0.5","4","4","1","2","3","5","7","2","1","0","23","20.9"
"67","1997-03-21 00:00:00.000","34-032","CHI","IND","W (+19)","40:00","11","25","0.44","1","3","0.333","13","14","0.929","4","2","6","4","2","1","2","36","29.4"
"66","1997-03-18 00:00:00.000","34-029","CHI","SEA","W (+2)","50:00","10","28","0.357","0","4","0","12","13","0.923","8","10","18","2","0","0","8","32","16.8"
"65","1997-03-15 00:00:00.000","34-026","CHI","ATL","W (+20)","29:00","5","11","0.455","0","1","0","0","0","","1","3","4","3","1","2","3","10","7"
"64","1997-03-14 00:00:00.000","34-025","CHI","NJN","L (-1)","39:00","16","34","0.471","1","3","0.333","3","5","0.6","2","6","8","5","0","1","1","36","23.8"
"63","1997-03-12 00:00:00.000","34-023","CHI","PHI","W (+4)","37:00","9","24","0.375","1","4","0.25","4","5","0.8","0","5","5","3","2","1","4","23","10.9"
"62","1997-03-11 00:00:00.000","34-022","CHI","BOS","W (+11)","43:00","13","23","0.565","1","3","0.333","5","6","0.833","0","4","4","9","3","0","2","32","28.4"
"61","1997-03-09 00:00:00.000","34-020","CHI","NYK","L (-4)","46:00","14","31","0.452","0","3","0","8","9","0.889","2","4","6","4","1","0","1","36","24.1"
"60","1997-03-07 00:00:00.000","34-018","CHI","IND","W (+8)","44:00","11","21","0.524","1","3","0.333","15","17","0.882","1","3","4","5","2","1","4","38","29.5"
"59","1997-03-05 00:00:00.000","34-016","CHI","SAS","W (+42)","23:00","7","17","0.412","1","4","0.25","1","2","0.5","1","1","2","4","2","0","0","16","11.9"
"58","1997-03-03 00:00:00.000","34-014","CHI","MIL","W (+18)","36:00","11","19","0.579","3","7","0.429","6","6","1","0","3","3","6","2","0","2","31","26.4"
"57","1997-02-28 00:00:00.000","34-011","CHI","SAC","W (+18)","35:00","13","20","0.65","5","7","0.714","4","5","0.8","1","8","9","6","1","1","2","35","32"
"56","1997-02-27 00:00:00.000","34-010","CHI","CLE","L (-3)","43:00","7","25","0.28","0","3","0","9","9","1","1","7","8","4","0","0","2","23","11.1"
"55","1997-02-24 00:00:00.000","34-007","CHI","POR","W (+27)","30:00","13","27","0.481","3","7","0.429","8","9","0.889","1","3","4","3","0","0","1","37","25.2"
"54","1997-02-22 00:00:00.000","34-005","CHI","GSW","W (+33)","31:00","13","19","0.684","5","8","0.625","3","4","0.75","1","4","5","1","3","0","2","34","28.7"
"53","1997-02-21 00:00:00.000","34-004","CHI","WSB","W (+4)","45:00","13","28","0.464","3","4","0.75","7","12","0.583","1","3","4","4","1","0","2","36","22.2"
"52","1997-02-18 00:00:00.000","34-001","CHI","DEN","W (+11)","32:00","10","18","0.556","1","3","0.333","3","4","0.75","2","3","5","12","3","0","0","24","27.5"
"51","1997-02-16 00:00:00.000","33-365","CHI","ORL","W (+21)","38:00","8","20","0.4","3","4","0.75","0","0","","1","7","8","10","4","0","2","19","18.8"
"50","1997-02-14 00:00:00.000","33-363","CHI","ATL","W (+1)","45:00","13","28","0.464","1","2","0.5","3","5","0.6","3","5","8","4","2","0","4","30","19.2"
"49","1997-02-11 00:00:00.000","33-360","CHI","CHH","W (+3)","42:00","16","24","0.667","1","2","0.5","10","14","0.714","0","5","5","4","3","0","5","43","32.5"
"48","1997-02-05 00:00:00.000","33-354","CHI","LAL","L (-16)","40:00","10","24","0.417","2","5","0.4","5","6","0.833","1","3","4","4","1","1","2","27","17.5"
"47","1997-02-04 00:00:00.000","33-353","CHI","POR","W (+4)","41:00","15","30","0.5","1","4","0.25","5","5","1","1","4","5","2","1","2","0","36","25.5"
"46","1997-02-02 00:00:00.000","33-351","CHI","SEA","W (+7)","45:00","19","28","0.679","2","3","0.667","5","6","0.833","3","4","7","3","1","0","1","45","37.2"
"45","1997-01-31 00:00:00.000","33-349","CHI","GSW","W (+23)","32:00","8","17","0.471","1","6","0.167","1","1","1","0","4","4","8","3","0","2","18","16.3"
"44","1997-01-30 00:00:00.000","33-348","CHI","SAC","W (+18)","40:00","11","19","0.579","1","5","0.2","9","10","0.9","0","6","6","2","3","0","2","32","25.7"
"43","1997-01-28 00:00:00.000","33-346","CHI","VAN","W (+15)","32:00","12","19","0.632","1","3","0.333","3","4","0.75","1","3","4","3","4","0","2","28","24.4"
"42","1997-01-25 00:00:00.000","33-343","CHI","TOR","W (+12)","31:00","10","16","0.625","3","4","0.75","1","2","0.5","1","2","3","4","2","0","0","24","22.1"
"41","1997-01-23 00:00:00.000","33-341","CHI","CLE","W (+16)","39:00","10","24","0.417","1","5","0.2","11","12","0.917","1","8","9","0","1","0","4","32","18.1"
"40","1997-01-21 00:00:00.000","33-339","CHI","NYK","W (+1)","43:00","18","30","0.6","5","8","0.625","10","11","0.909","1","3","4","4","2","0","2","51","40.8"
"39","1997-01-19 00:00:00.000","33-337","CHI","HOU","L (-16)","43:00","8","25","0.32","1","6","0.167","9","9","1","3","11","14","5","1","1","1","26","21.3"
"38","1997-01-17 00:00:00.000","33-335","CHI","MIL","W (+27)","36:00","10","15","0.667","1","2","0.5","3","4","0.75","1","6","7","11","2","0","1","24","27.5"
"37","1997-01-15 00:00:00.000","33-333","CHI","MIN","W (+10)","35:00","12","22","0.545","1","5","0.2","0","0","","1","2","3","4","1","1","3","25","16.4"
